SeAt No.,PHY101,MTH101,CHM101,ENG101,ECC101,COM100,ECC102,ECC104,ENG102,MTH102,PHY102,MTH113,MTH251,MTH201,ECC201,ECC203,ECC205,ENG201,ECC215,ECC002,COM339,COM382,ECC301,ECC003,ECC341,MTH323,ECC317,COM333,COM360,COM344,ECC302,ECC303,ECC417,ECC403,ECC426,ECC421,ECC412,ECC413,ECC415,COM490,COM491,CGPA
CS-97419,AA,BA,CC,AA,AA,BB,AA,AA,BB,BB,CC,BA,BB,BA,AA,BB,BB,CB,BB,AA,AA,BB,BB,AA,CB,AA,AA,CB,CB,BB,BA,BB,AA,BB,BA,BB,,AA,BA,AA,BB,3.476
CS-97420,AA,AA,BB,AA,AA,CB,AA,AA,BB,AA,BB,AA,AA,BA,AA,BA,AA,AA,AA,AA,AA,BA,BB,AA,BA,AA,AA,BA,BB,BA,AA,CB,AA,BA,AA,BB,,AA,BA,AA,BA,3.765
CS-97421,AA,AA,CC,AA,CC,BB,BA,AA,BA,BB,CC,AA,AA,BA,BB,BB,CC,CC,BA,AA,BA,BA,CC,BB,CC,BB,AA,CB,CC,AA,BB,BB,DC,BA,BA,AA,BB,AA,BB,AA,,3.356
CS-97422,BA,BB,CB,AA,AA,BB,AA,AA,BB,BB,CC,AA,BA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BA,CC,BB,AA,CC,BB,BB,BB,BB,AA,CB,BA,BB,,AA,CC,BA,BB,3.29
CS-97423,DC,DC,CB,DC,DC,CC,CB,DD,DC,CC,DD,CB,DD,BB,DC,DD,DC,DC,DC,BB,CC,DD,DD,DD,FD,CC,DC,CB,DD,BB,CC,CC,AA,CB,BB,DC,,CC,CB,BB,DC,1.949
CS-97424,DD,DC,DD,DD,DC,CC,CC,CB,CC,CC,DD,CB,DC,DD,CC,BB,DC,BB,DC,CC,CB,DC,BB,FD,DD,DD,DD,CC,CB,BB,FD,BB,DC,DD,DC,DD,DD,FF,CC,BB,,1.747
CS-97425,DC,DC,CB,CC,DC,DC,BA,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DD,BB,BB,BB,CC,CC,DD,FF,DC,DC,CC,DC,CC,BA,CC,CB,FD,DC,FF,DD,BB,,1.835
CS-97426,BB,CC,AA,BB,BA,BA,BB,CC,BB,BA,BB,CC,BB,BB,CB,BB,BB,BB,BB,BA,BB,BB,BB,CB,CB,CB,AA,CC,BB,BB,BA,BA,BB,CB,BA,BB,BB,BB,BA,BB,BB,3.207
CS-97427,AA,BA,AA,BA,BA,AA,CB,AA,BA,BA,BA,BB,AA,AA,BA,AA,AA,AA,BA,BA,AA,BA,AA,AA,BB,BA,AA,BB,AA,CB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BA,3.741
CS-97428,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,3.985
CS-97429,BA,BB,AA,BA,BA,AA,BB,AA,BA,CB,BB,BB,AA,AA,BA,BA,BA,BA,BB,BB,BA,BB,BA,AA,BB,BB,AA,BB,BB,BA,AA,CB,AA,CB,BB,BB,BB,BB,BB,BB,BB,3.477
CS-97430,BA,BB,AA,BA,BA,BA,BB,BB,BB,CB,CC,BB,AA,AA,BB,BA,BA,BB,CB,CC,BB,CC,BB,DC,DC,DC,BB,CC,BB,CB,AA,CB,BA,CC,BB,CB,CC,CC,BB,BB,CC,2.917
CS-97431,AA,BB,AA,BA,BB,AA,BB,BA,BB,BB,AA,BB,AA,AA,BA,AA,AA,AA,BB,CB,AA,BB,BB,CB,CC,BB,BA,BB,BB,BA,BA,BB,BA,CC,BB,BB,CB,BB,BB,CC,CB,3.424
CS-97432,CC,CC,AA,BA,CB,BB,CC,CC,BB,CB,DD,BB,DD,BB,CC,BB,CC,CB,DC,BB,BB,BB,BB,CB,DC,CC,BA,CC,CC,BB,AA,BB,BB,BB,AA,CC,BB,CC,BA,BB,BB,2.784
CS-97433,BB,CC,AA,BA,CB,AA,BA,BB,BA,CB,DC,BB,CB,CC,BB,BB,BB,CC,CB,CC,CB,BB,BB,DD,DD,DD,BA,CC,CB,BB,BB,BB,BB,DC,BB,CC,CC,DC,BB,BB,FF,2.699
CS-97434,BB,BB,AA,BA,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BA,AA,BA,BA,BB,BB,AA,BA,AA,BB,CC,BB,BA,BB,BA,BB,AA,BB,BA,CC,AA,BB,BB,BB,BB,BB,BB,3.481
CS-97435,BA,DC,BB,AA,BB,CB,BA,CC,BA,DC,CC,BB,BB,CC,BB,BB,BB,CC,CB,CB,BB,BA,BB,BB,CC,CB,BA,CC,BB,CB,AA,BB,BB,BB,AA,CC,BB,BB,BA,BA,CB,3.014
CS-97436,AA,CB,AA,AA,BB,AA,BA,BB,BA,BB,BA,BA,BA,AA,BA,AA,BB,BA,BB,BB,CB,BA,AA,BB,CB,BB,AA,CB,BA,AA,AA,BA,BA,BB,BA,BB,BA,BB,AA,AA,BA,3.559
CS-97437,AA,BB,AA,BB,AA,AA,CC,AA,AA,BB,BA,BB,AA,AA,BA,AA,AA,AA,BA,AA,BA,BA,AA,AA,BB,AA,AA,BB,BA,CB,AA,BB,AA,AA,AA,BA,AA,CC,AA,AA,AA,3.73
CS-97438,AA,BA,AA,AA,BA,AA,BB,AA,AA,BB,AA,BA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BA,AA,AA,BB,AA,AA,BB,BA,BB,AA,BA,AA,AA,AA,AA,AA,BA,AA,BA,BA,3.831
CS-97439,BA,DD,AA,BB,BB,AA,BB,BB,BA,BB,BB,BB,CB,BA,BB,AA,AA,BB,BB,BA,BB,BB,BA,CB,CB,DC,BB,CB,BB,BB,BA,BB,BA,CC,BB,BB,BB,CC,BB,BA,BB,3.219
CS-97440,BB,CC,AA,BA,BB,BA,CB,BA,BA,BB,AA,BB,CC,CB,BB,AA,BB,BB,BB,CB,BB,BB,BB,CC,DC,CC,BB,CC,BB,BB,AA,CC,CC,CC,AA,DC,CB,CB,BB,CC,CB,3.019
CS-97441,AA,CB,AA,BA,AA,BA,BB,AA,BA,BB,BA,CC,BB,AA,AA,AA,AA,BB,AA,AA,BA,AA,AA,AA,BB,AA,AA,BA,AA,BB,AA,BA,AA,AA,AA,BB,AA,BB,AA,AA,BA,3.756
CS-97442,AA,CC,AA,AA,BB,BA,BA,DC,BA,CB,BB,BB,CB,BA,CB,BB,CB,CC,CC,CC,CC,BB,BB,CC,CC,DC,AA,CC,CC,BB,AA,BB,CC,CC,AA,BB,CB,BB,BB,CC,CB,2.891
CS-97443,BB,CC,AA,CC,BA,BB,AA,BB,AA,BA,BB,CB,CC,BA,BB,BA,BB,CC,CB,BB,BB,BB,CB,BB,DC,BB,AA,BB,BB,BA,AA,BB,DC,BB,AA,DC,CC,BB,AA,BA,BB,3.179
CS-97444,AA,BB,AA,BB,BB,AA,BB,BA,BB,BB,BB,BA,BA,AA,CB,BB,AA,BB,CC,BA,CC,CB,BB,BA,CC,CC,AA,CC,BB,CC,BB,BB,AA,CB,BA,CC,BB,CC,CB,CC,BB,3.137
CS-97445,BB,CC,BB,BB,CC,BA,BB,BB,BB,CC,CC,CB,CC,CC,CB,BB,CB,DD,DC,CC,CC,DC,CC,DD,CC,DC,BB,CC,DD,CB,BB,BB,DC,CC,BB,DD,CC,BA,BB,CB,DC,2.424
CS-97446,BB,DC,BA,BA,DC,BA,BB,DD,BB,DC,DC,BA,DC,DD,BB,BB,BB,CB,CC,BB,BB,BB,CB,CC,CC,CC,BB,CB,DC,BB,BA,BB,BB,BB,AA,DC,BB,CB,BA,BB,CC,2.737
CS-97447,BB,DD,BA,DC,BB,BB,CC,CC,DC,DD,DC,CC,AA,CC,CB,CC,DC,CC,BB,CC,DC,CC,CC,FD,CC,DD,BB,DC,DD,DC,DD,CB,CC,CC,CB,FD,FD,DC,BB,DC,DD,1.989
CS-97448,CB,BA,BB,DD,BB,BB,DC,BB,DD,CC,DC,BB,CC,BB,CC,DC,CC,DC,BB,CC,BB,DD,DC,DC,FF,FD,DC,DD,CC,DC,DD,DD,CC,DD,CB,FD,FF,FD,DC,FD,DC,1.882
CS-97449,BA,CC,AA,AA,BA,AA,BB,CB,BB,BB,BB,BB,CB,BB,BA,AA,AA,BA,CB,BA,BA,BB,BA,BB,BB,AA,BB,BB,BB,BA,AA,BB,BA,BB,AA,BB,BA,BA,AA,AA,BA,3.523
CS-97450,AA,BA,AA,AA,AA,AA,BB,BA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BA,AA,BA,BA,BA,AA,3.908
CS-97451,AA,BB,AA,AA,AA,AA,BB,AA,BA,AA,BA,BB,BA,AA,BA,BA,AA,BA,BB,AA,BA,BB,BA,BB,BB,BB,BA,BB,BA,BA,AA,BA,AA,BA,BB,BB,BB,CC,BB,BA,BB,3.58
CS-97452,CC,DD,BB,CC,DC,CC,DC,BB,CC,DD,CC,BB,CC,CC,DC,CC,CB,BB,BA,CB,DD,CC,CB,CC,CC,CC,BB,CC,DC,CC,BA,BB,CC,CB,BA,DC,CC,CC,BB,CC,CC,2.352
CS-97453,AA,BB,AA,CC,BB,BB,AA,AA,AA,AA,AA,CB,AA,BB,CC,AA,BA,BA,CB,BB,BB,BB,CC,BB,DC,BB,AA,CC,CC,BB,AA,BB,BB,BA,AA,BB,BB,BB,BA,BA,BB,3.332
CS-97454,BB,DD,AA,AA,CB,AA,CB,CB,AA,BA,BB,BB,DD,CB,CC,BB,BA,BB,CC,AA,CB,CB,BA,CB,BA,DD,BB,BB,BB,BB,AA,CB,BB,CC,BB,FF,FF,DC,CC,CB,FF,2.935
CS-97455,BB,DC,BA,BA,CC,AA,CC,CB,CB,CB,DD,AA,CC,BB,FD,FD,BB,BB,DC,CB,CC,DC,CC,FD,CC,DC,DC,DC,CC,CB,BB,FF,CC,FD,BB,DD,FF,FD,FD,FD,DD,1.923
CS-97456,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,CB,CB,BB,CB,CB,BA,AA,CC,BB,CC,BB,CB,CC,DC,DC,CC,CC,AA,BB,CC,BB,CB,CC,BA,CC,CC,CC,BB,BB,CC,2.918
CS-97457,BB,CC,AA,CC,CC,CC,CC,AA,CC,DC,BB,BB,CC,BB,CC,BB,BB,CC,CC,DC,BB,BB,CB,CC,BA,CC,BA,CC,DC,CB,AA,BB,BB,CB,BB,CC,DC,CC,CB,CC,DC,2.612
CS-97458,DC,CC,BB,DD,DC,BB,BB,AA,BB,CB,DC,BB,DC,CC,CC,CB,DC,CC,CC,CC,DC,DC,DD,DD,BB,DC,CB,AA,BB,BA,BB,BB,DC,CC,AA,FD,DC,BB,BA,CC,DD,2.334
CS-97459,CC,DD,BA,BB,BA,BB,BB,CB,CC,DC,BB,BB,DD,AA,DC,CC,DC,CB,CC,CC,DC,CC,DD,DC,BB,DC,CC,BB,DC,CC,CB,BB,DC,CC,CB,FD,DD,BB,BB,CC,DC,2.206
CS-97460,AA,AA,AA,AA,AA,AA,BA,AA,AA,BB,AA,BA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,3.942
CS-97461,BB,CB,AA,AA,BB,AA,BB,BB,BB,BA,BB,BB,CB,BA,AA,AA,BB,BB,BB,BB,BB,BB,BB,CB,DC,BA,AA,BB,BB,CB,AA,BA,BB,BB,AA,BB,BB,BB,AA,BB,BB,3.405
CS-97462,AA,BA,AA,AA,AA,AA,BA,BB,BA,AA,AA,BA,AA,BA,BB,AA,AA,AA,AA,AA,BA,AA,AA,AA,BA,AA,AA,BA,AA,AA,AA,BA,AA,BB,AA,BA,AA,BB,AA,BA,BA,3.843
CS-97463,AA,CC,AA,AA,BB,AA,BB,BB,BA,BB,DC,BA,BB,BB,BB,BA,BA,BB,CC,BB,BB,BB,BA,BB,CC,BA,AA,BB,BA,BB,AA,BB,BA,BB,AA,CB,BB,BB,BA,BB,BB,3.339
CS-97464,AA,BB,AA,AA,BA,AA,AA,BA,AA,AA,AA,BB,BB,BA,BA,AA,AA,BA,BA,AA,BB,AA,BA,AA,BA,BA,AA,BA,AA,AA,AA,AA,AA,BB,AA,BA,AA,BA,AA,BA,BA,3.818
CS-97465,AA,BB,AA,AA,AA,AA,CC,BB,BA,CB,BB,BB,AA,AA,AA,AA,BA,BA,BB,BA,BA,BB,AA,BB,BB,BB,AA,BA,BA,CB,AA,BB,AA,BA,AA,BB,AA,BB,BA,BA,BA,3.607
CS-97466,BA,BB,AA,BA,AA,AA,CB,AA,BB,CC,AA,BB,BA,BA,BA,BB,BA,BA,BB,BA,BB,BA,AA,BB,DC,BA,AA,BB,BB,BA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,3.528
CS-97467,BA,DC,AA,AA,CB,AA,CB,CB,BB,BB,CC,BB,CB,BA,BB,AA,BB,BB,CC,BA,BB,CB,BA,CB,DD,BB,BA,CB,BB,BB,AA,BB,AA,BB,AA,CB,BB,BB,BB,CC,CB,3.149
CS-97468,CC,CB,AA,BB,AA,BB,CB,DD,CC,CC,CC,BB,CC,CC,DC,DC,BB,CC,CC,DD,CC,CC,CC,CC,FD,DC,BB,DC,CC,CB,AA,CC,CC,DC,BB,DC,CC,BB,CC,DC,CC,2.264
CS-97469,DC,DD,BB,CC,DD,BB,CC,BA,CC,DC,DC,BB,CC,CC,BB,DD,CB,CC,BB,DC,BB,DC,DD,DD,FF,DC,CC,FD,BA,CC,CC,CC,DC,CC,AA,DC,DC,DD,CB,DC,DD,2.035
CS-97470,AA,BA,AA,AA,AA,AA,BB,BA,BB,BB,BA,BA,BA,AA,CC,AA,AA,AA,BA,BA,AA,BA,AA,BA,AA,BB,AA,BA,AA,BB,AA,BB,BB,BA,AA,BB,AA,BB,AA,AA,BA,3.714
CS-97471,CB,BB,BA,CB,CB,AA,BB,BB,BB,CC,AA,BB,BB,CC,BB,CB,CB,CB,DD,DC,BB,CB,CB,DD,DD,CC,BB,DC,BB,BB,AA,BB,AA,CC,BA,CC,CB,DC,BB,CC,CC,2.706
CS-97472,BB,CC,AA,AA,BA,BA,CB,BB,BA,DC,BB,BB,BB,BB,BA,AA,AA,BB,BB,BB,BB,BA,BB,BB,CC,BA,AA,CB,CB,BA,AA,BB,BB,BB,AA,BB,BB,BB,BA,BB,BB,3.339
CS-97473,BA,AA,AA,AA,AA,AA,BB,BA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,BA,AA,AA,AA,BA,AA,BB,AA,BB,BA,BB,AA,3.876
CS-97474,BA,CC,AA,AA,BB,AA,BB,CC,BB,CC,DD,BB,BB,DC,BB,BB,BB,CC,DC,BB,BB,CB,BB,DC,DC,BB,AA,CC,BB,BB,AA,BB,AA,CC,AA,BB,BB,BB,BB,BB,CB,3.019
CS-97475,BB,DD,AA,BB,CB,BB,BB,CC,BB,CC,CC,AA,DC,CC,BB,BA,CB,BB,BB,CC,CB,CB,BB,CC,DD,CC,BA,CC,BB,BB,AA,BB,CC,BB,BB,CC,CC,BB,BB,BB,CC,2.763
CS-97476,BB,CC,AA,BB,BB,AA,CB,AA,BB,BB,CB,BB,BA,BB,BB,BB,BA,BB,CC,BB,CB,CB,BB,BB,CC,CC,BB,CB,BB,BB,BA,BB,AA,BB,BA,CB,BB,BB,BB,CB,CC,3.111
CS-97477,CB,CB,BA,AA,BB,AA,BB,BB,BA,BB,CB,BB,AA,BB,CB,BB,BB,BB,DC,BB,BB,BB,BB,BB,CC,BB,AA,BA,BB,BB,AA,BB,AA,CB,AA,BB,BB,BB,BB,CB,BB,3.211
CS-97478,CB,CB,BA,DC,DC,CC,CB,DD,CC,DC,BB,CB,CB,CC,CC,CB,BB,CC,DD,CC,BB,CC,BB,DC,FD,CB,BB,DC,CC,CB,AA,CB,BB,DC,BB,CC,CC,CC,BB,CB,CC,2.414
CS-97479,BB,DC,BA,AA,BB,BA,BB,AA,CB,DC,CC,BB,DC,CC,CC,BA,BB,CC,DC,BB,BB,BB,CC,DC,BA,CB,BB,CC,DC,BB,BB,DC,BB,CB,AA,CC,CC,CB,BB,BB,CC,2.779
CS-97480,BB,DD,AA,BB,BB,AA,BA,BB,BA,BB,BB,BB,CB,DC,BB,BA,AA,BB,BB,BB,BB,BA,BA,CC,DC,DC,BB,CB,BB,BA,AA,BB,BA,CB,AA,CB,BB,CB,BA,CC,CC,3.099
CS-97481,CB,DC,AA,BA,CC,AA,BA,DD,BB,CC,DC,BB,DD,DD,BB,BB,BB,CB,DC,CC,BB,CB,CC,DC,FD,DC,CC,CC,DC,BB,BB,BB,CC,DC,AA,DD,CC,CC,BA,BB,CC,2.444
CS-97482,CB,BA,CC,DD,BB,BB,BA,BA,CC,DD,DD,CC,DD,FD,DC,DC,CC,DC,BB,CC,CB,DC,DD,FD,FF,FF,,FD,DD,DC,BB,DC,DC,,,,,,,,,1.896
CS-97483,BB,DC,AA,BB,BA,AA,BB,BB,BB,BB,BB,BB,BB,CC,CC,BA,BB,BB,CC,BB,CB,BB,BB,CC,DC,CC,BB,CC,CB,CB,BB,CB,BA,CC,AA,CC,CB,DC,BB,DC,CC,2.87
CS-97484,BA,BB,AA,AA,BA,AA,BA,AA,AA,AA,BB,CB,BB,AA,BB,BA,AA,AA,BB,AA,CB,AA,AA,AA,BA,BB,AA,BA,BA,BB,AA,BB,AA,BB,AA,BA,BB,BB,BA,BB,BA,3.648
CS-97485,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BA,AA,AA,AA,AA,AA,BA,AA,AA,BA,AA,BA,AA,BA,AA,BA,AA,BA,AA,AA,AA,AA,AA,CC,AA,BB,BA,3.868
CS-97486,BB,BB,BA,BB,BA,BA,AA,DD,BB,AA,AA,BB,BA,AA,BB,BA,AA,AA,BA,BB,BA,BA,BA,BB,BB,DC,BB,BB,AA,BB,AA,BB,BA,CC,BA,CB,BB,CC,BB,CB,CC,3.303
CS-97487,BB,BB,AA,BB,CB,AA,BB,BB,AA,AA,AA,BB,BB,BB,CC,BB,BB,BB,CC,BB,DC,BB,CB,CB,BB,DC,BB,CB,BB,BB,AA,BB,BA,CC,AA,CB,CC,BB,BB,CC,CC,3.01
CS-97488,BB,CC,AA,BB,CB,AA,BB,CB,BB,CB,AA,BB,BB,CB,BB,BA,BB,DC,CC,BB,CB,BB,BB,BB,CC,CC,BB,CB,BB,BB,BA,BA,AA,BB,AA,CC,BB,BA,AA,CB,BB,3.114
CS-97489,BA,CB,BA,BA,BB,AA,BB,BA,BA,BB,CB,BB,BB,BB,DC,BA,AA,AA,CC,CC,CB,BB,BB,BB,CC,DC,BA,CC,DD,BB,AA,CB,BA,CB,AA,CC,BB,CC,BB,CC,CB,3.015
CS-97490,CC,CB,CC,CB,BB,CC,CB,BB,CB,DD,DC,AA,DC,DC,CB,DC,CC,DD,CC,CC,BB,DC,DD,FF,FF,DD,DD,FD,CC,CC,CC,DC,DD,FD,BA,FD,DC,CC,BB,FD,DD,1.886
CS-97491,CC,DD,AA,DC,CB,BA,BB,AA,BB,CC,CB,CB,DD,DC,CC,CC,BB,CC,DC,CC,CB,CB,BB,DC,BB,CC,CB,DC,DD,CB,BA,CC,CC,CC,AA,DD,CC,CC,CB,DC,CC,2.442
CS-97492,BB,DC,AA,CB,BB,BB,BB,BA,BA,CC,BA,BB,BB,BB,CB,CB,BB,BB,DC,BB,BB,BB,BB,CB,CC,CC,BB,CC,CC,AA,BA,CB,BB,CB,AA,CC,CC,BB,BB,CC,BB,2.947
CS-97493,BB,CB,BA,BB,BB,BB,CC,BB,BA,BB,BA,DC,BB,AA,DC,BB,BB,BB,DD,CC,DD,CC,CC,DD,BB,CC,CC,FF,BA,DC,CC,DC,BB,CC,BA,CC,CC,DC,CB,CC,CC,2.602
CS-97494,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,CC,DD,BB,BA,AA,BB,CC,BB,CB,BA,BB,BB,CC,CB,AA,BB,BA,BA,AA,BB,AA,BB,BB,BB,BA,BB,BA,BB,BB,3.35
CS-97495,AA,AA,AA,AA,AA,AA,BA,AA,AA,BA,AA,BA,AA,AA,AA,AA,AA,AA,BA,AA,BA,AA,AA,AA,AA,AA,BA,BA,AA,BB,AA,BA,AA,AA,AA,BB,BA,BB,AA,AA,BA,3.878
CS-97496,BA,AA,AA,BB,AA,BA,AA,CB,AA,AA,BA,BB,CB,BB,BB,BA,AA,AA,AA,AA,BA,AA,AA,BA,AA,BB,BB,BB,AA,BA,AA,BB,AA,BB,AA,BB,BB,CB,BA,CC,CB,3.576
CS-97497,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BA,BA,BB,BB,BB,BB,BB,BA,BB,BB,BB,CC,BA,CC,BB,BB,BA,BA,BA,CB,AA,BB,BB,BB,BA,DC,BB,3.346
CS-97498,AA,BB,AA,BA,AA,AA,BB,BB,AA,BA,AA,BB,AA,AA,BA,AA,BA,BA,CC,BB,CB,BB,BB,BA,CB,BA,AA,BB,AA,BB,AA,AA,BA,AA,AA,BB,BA,BB,AA,BB,BB,3.583
CS-97499,AA,AA,AA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BA,AA,3.97
CS-97500,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BA,AA,BB,AA,BA,AA,AA,AA,AA,AA,BA,AA,AA,AA,3.949
CS-97501,AA,BA,AA,AA,AA,AA,BB,AA,BA,BA,BA,BB,AA,AA,CB,AA,AA,AA,BB,CB,CC,BA,BA,BB,CC,CC,AA,BB,AA,BB,BA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,3.481
CS-97502,BB,BA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BA,BA,BB,BB,BA,AA,AA,BB,AA,BB,BA,BA,AA,AA,AA,AA,BB,AA,AA,AA,BA,AA,AA,AA,BB,AA,BA,AA,AA,BB,3.763
CS-97503,BB,CC,AA,BB,CB,BB,AA,DD,BB,CC,CB,BB,CC,DD,BA,CB,CC,DC,AA,BB,BA,BB,CC,CC,CB,DC,CB,CC,CB,BA,CB,BB,BB,DC,AA,DC,BB,BB,BA,DC,BB,2.782
CS-97504,AA,AA,AA,BA,AA,AA,BA,AA,AA,AA,AA,BA,AA,AA,BA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BA,BB,3.863
CS-97505,AA,BB,AA,AA,AA,AA,BA,BB,BA,BB,BA,AA,AA,BA,AA,AA,BA,AA,BB,BA,BB,AA,BB,BA,BB,BA,BA,BB,BB,AA,BA,AA,BA,BB,AA,AA,AA,BB,AA,BA,BA,3.711
CS-97506,BA,CC,AA,BB,AA,BA,BB,BB,BB,DC,CC,BA,AA,AA,BA,AA,BB,AA,CB,BB,BB,BB,BA,BB,CC,BA,AA,BB,BB,BB,AA,BB,AA,AA,BA,AA,AA,BB,BA,BB,BB,3.443
CS-97507,BB,CB,AA,BA,BB,AA,AA,DC,BA,BA,BA,DC,CC,DC,CB,BA,BB,DD,BA,BB,BA,BB,CB,CC,BB,CB,BA,DC,CB,BB,BB,BB,BB,BB,AA,BB,BA,BB,BB,BB,BB,3.107
CS-97508,BA,DC,AA,AA,BB,BA,BA,BB,BA,BB,BB,BB,CC,CC,BB,BA,CB,CB,DC,BB,CC,BB,BB,CB,CC,BB,BA,CC,CC,BB,BA,BA,AA,BB,BA,BB,BB,BB,BA,BB,BB,3.116
CS-97509,BA,DD,AA,BB,BB,AA,BB,BB,BB,BB,CB,CB,CB,CB,BB,BA,CB,CC,CC,BB,CC,BA,AA,CC,CC,CB,BB,CC,CC,CB,BA,CB,BA,BB,BB,BB,BB,BB,BA,BB,BB,3.056
CS-97510,CC,AA,AA,DC,DC,CC,CB,CC,DC,DC,DC,BA,CC,CC,BB,CC,CB,DD,CB,DC,BB,DC,CC,DC,FD,DD,DC,DD,CB,CB,DC,DC,DC,DC,BB,FD,FD,CC,CC,CC,DC,1.992
CS-97511,BB,DC,AA,BB,AA,BB,BB,DD,BB,BB,BA,BB,CC,BB,BB,BB,BA,BB,BB,BA,CC,BB,BB,BB,CC,BB,AA,CC,AA,BB,AA,BB,BA,BB,AA,BB,BB,CC,BA,CC,BB,3.24
CS-97512,CB,DD,BA,BB,CC,CB,CB,BA,CC,CC,BA,BB,BB,CC,BB,DC,BB,DD,BB,CC,BB,CB,DC,DD,FF,DC,BB,DD,BB,CC,DC,BB,CB,CC,BB,CC,CC,BB,BB,CC,CC,2.484
CS-97513,CC,DD,BB,CB,CB,BB,AA,DD,CC,DC,DC,BB,DD,CC,DC,CC,DC,DC,CB,CC,DC,CB,BB,DC,DD,DC,DC,DD,DC,BB,BA,BB,BB,CC,BB,BB,CC,CB,BB,CC,CC,2.288
CS-97514,CB,CC,AA,CB,CB,CC,BA,BA,BB,DD,CC,CC,AA,BA,CC,BA,AA,CB,DC,DD,CC,CB,DC,CC,DC,DC,BB,DC,AA,BB,BB,DC,AA,CC,BA,DD,DD,CC,BB,CC,FD,2.489
CS-97515,BB,DD,BB,BA,CB,BB,BB,DD,BB,DD,DD,BB,DC,DC,BA,BB,CC,CB,CC,BB,CB,BA,BA,AA,CB,BB,AA,BB,CC,BA,AA,BB,AA,BB,AA,BA,BA,BB,AA,BB,BB,3.027
CS-97516,CB,DC,AA,CC,CC,BB,BB,DD,BA,DC,DC,CC,DD,DC,BB,BA,CC,DC,DC,CB,CC,BB,BA,CC,DC,CB,BA,CB,CC,BB,BB,BB,BA,BB,AA,BB,BB,CB,BB,CB,BB,2.776
CS-97517,BB,DD,BA,DD,BB,DC,BB,DC,DC,CC,CC,BB,CC,DC,DC,BB,DC,CC,DC,DC,DC,CC,CC,FD,DD,FD,DC,DD,CC,BB,BB,CB,AA,FD,AA,CC,FD,DC,BB,FD,FD,1.953
CS-97518,BB,DC,AA,BA,AA,AA,AA,BB,AA,BB,CB,BB,CB,CC,BB,BB,BB,BB,CC,BB,BB,BA,BA,BA,BB,CB,AA,CB,BB,BB,AA,BB,AA,CC,AA,BB,BB,CB,BB,CB,BB,3.272
CS-97519,BB,DD,AA,BA,BB,AA,BB,DC,BB,CB,BB,BB,CC,BB,BB,BB,CC,CB,CC,BB,CC,BB,BB,CB,DD,CC,BA,DC,CB,BB,BB,BB,BB,BB,AA,BB,BB,CB,BB,CC,BB,2.951
CS-97520,BA,CB,BA,BB,AA,BB,BA,CC,BB,BB,AA,BB,CC,CC,BB,BB,CB,BA,CC,BB,CC,BB,BB,CB,DC,BB,CB,CC,BB,BB,AA,CB,BB,CC,AA,CB,BB,CB,BB,DC,CC,2.982
CS-97521,AA,DC,AA,BA,CB,BA,BB,BB,AA,BA,BB,BB,CC,CB,BB,BB,CC,BB,DC,CB,CB,BB,BB,BB,DC,CC,AA,CC,CC,BB,BB,BB,BB,CC,AA,BA,CB,CC,BB,CC,BB,2.96
